"","id_colaborador","nome","sexo_biologico","idade","cargo","nota_desempenho","remuneracao","horas_treinamento"
"6687","EST006687","Pedro Lucas Caldeira","Masculino",29,"Estoquista","Bom",3689.53,18
"6688","EST006688","Marcelo Rodrigues","Masculino",38,"Estoquista","Bom",2939.09,22
"6689","EST006689","José Pedro Vieira","Masculino",25,"Estoquista","Excelente",4115.08,23
"6690","EST006690","Thiago Brito","Masculino",30,"Estoquista","Bom",5256.31,24
"6691","EST006691","Mariah Casa Grande","Feminino",29,"Estoquista","Insuficiente",2707.02,15
"6692","EST006692","Enrico Barbosa","Masculino",55,"Estoquista","Excelente",4689.48,18
"6693","EST006693","Eloá Cassiano","Feminino",31,"Estoquista","Bom",2681.35,20
"6694","EST006694","Evelyn Aparecida","Feminino",47,"Estoquista","Insuficiente",2727.46,19
"6695","EST006695","Luna Andrade","Feminino",32,"Estoquista","Excelente",4322.56,22
"6696","EST006696","Ana Beatriz Cirino","Feminino",26,"Estoquista","Bom",2721.19,19
"6697","EST006697","Maria Luiza Porto","Feminino",45,"Estoquista","Regular",4416.81,23
"6698","EST006698","Brayan Pires","Masculino",41,"Estoquista","Regular",2756.81,28
"6699","EST006699","Emanuelly Moraes","Feminino",24,"Estoquista","Regular",2307.1,14
"6700","EST006700","Benjamim Dias","Masculino",42,"Estoquista","Regular",2669.06,22
"6701","EST006701","Marina Barros","Feminino",27,"Estoquista","Excelente",3906.78,20
"6702","EST006702","Ana Liz da Paz","Feminino",18,"Estoquista","Bom",3513.43,16
"6703","EST006703","Oliver Barros","Masculino",46,"Estoquista","Regular",2685.2,19
"6704","EST006704","Pedro Lucas Campos","Masculino",48,"Estoquista","Excelente",4039.86,24
"6705","EST006705","Francisco Câmara","Masculino",55,"Estoquista","Excelente",2965.68,22
"6706","EST006706","Carolina Silva","Feminino",34,"Estoquista","Insuficiente",4147.95,22
"6707","EST006707","Alícia Castro","Feminino",28,"Estoquista","Regular",3187.34,14
"6708","EST006708","Davi Luiz Guerra","Masculino",45,"Estoquista","Bom",3110.26,17
"6709","EST006709","Esther Souza","Feminino",38,"Estoquista","Insuficiente",4163.46,20
"6710","EST006710","Sofia da Paz","Feminino",46,"Estoquista","Regular",4564.87,20
"6711","EST006711","Gael Henrique Cardoso","Masculino",37,"Estoquista","Insuficiente",3462.3,18
"6712","EST006712","Gael Siqueira","Masculino",35,"Estoquista","Insuficiente",4027.53,26
"6713","EST006713","Ana Vitória Fogaça","Feminino",23,"Estoquista","Bom",4633.07,16
"6714","EST006714","Antonella da Paz","Feminino",35,"Estoquista","Regular",2850.77,13
"6715","EST006715","Letícia da Cruz","Feminino",18,"Estoquista","Regular",2189.89,9
"6716","EST006716","Otto Alves","Masculino",45,"Estoquista","Insuficiente",3413.16,17
"6717","EST006717","Arthur Gabriel Teixeira","Masculino",43,"Estoquista","Regular",2656.99,16
"6718","EST006718","Matheus Ribeiro","Masculino",43,"Estoquista","Excelente",3718.34,18
"6719","EST006719","Vinicius Gomes","Masculino",38,"Estoquista","Excelente",4782.41,14
"6720","EST006720","Alexandre Campos","Masculino",52,"Estoquista","Excelente",3627.14,20
"6721","EST006721","Letícia Nunes","Feminino",39,"Estoquista","Insuficiente",2725.87,23
"6722","EST006722","Lucas Caldeira","Masculino",31,"Estoquista","Insuficiente",4910.13,21
"6723","EST006723","Stella Freitas","Feminino",24,"Estoquista","Bom",4194.6,25
"6724","EST006724","Gustavo Henrique da Rocha","Masculino",28,"Estoquista","Bom",5105.13,19
"6725","EST006725","Melissa Moura","Feminino",36,"Estoquista","Insuficiente",3948.29,19
"6726","EST006726","Benício Nogueira","Masculino",27,"Estoquista","Excelente",4862.58,26
"6727","EST006727","Cauê Pereira","Masculino",48,"Estoquista","Excelente",4584.06,18
"6728","EST006728","João Pedro Pimenta","Masculino",50,"Estoquista","Bom",4361.34,23
"6729","EST006729","Mariah Mendes","Feminino",21,"Estoquista","Insuficiente",4267.7,22
"6730","EST006730","Emanuelly da Rocha","Feminino",28,"Estoquista","Regular",4208.58,25
"6731","EST006731","Leonardo Peixoto","Masculino",37,"Estoquista","Bom",5024,20
"6732","EST006732","Fernando Pires","Masculino",46,"Estoquista","Excelente",3888.07,24
"6733","EST006733","Alice Jesus","Feminino",46,"Estoquista","Bom",2505.22,25
"6734","EST006734","Henry Pimenta","Masculino",20,"Estoquista","Insuficiente",3124.45,25
"6735","EST006735","Pedro Lucas Cirino","Masculino",34,"Estoquista","Regular",2769.85,30
"6736","EST006736","Olívia Leão","Feminino",27,"Estoquista","Bom",2883.23,13
"6737","EST006737","Laís da Conceição","Feminino",18,"Estoquista","Excelente",2512.61,22
"6738","EST006738","Anthony Gabriel Pacheco","Masculino",32,"Estoquista","Insuficiente",4564.2,33
"6739","EST006739","Miguel Correia","Masculino",41,"Estoquista","Excelente",3892.35,8
"6740","EST006740","Ana Lívia Sales","Feminino",27,"Estoquista","Excelente",4064.51,31
"6741","EST006741","Arthur Miguel Sampaio","Masculino",22,"Estoquista","Insuficiente",3125.52,14
"6742","EST006742","Eduardo Marques","Masculino",65,"Estoquista","Insuficiente",3965.78,25
"6743","EST006743","Alícia Melo","Feminino",33,"Estoquista","Regular",2994.99,24
"6744","EST006744","Luana Novaes","Feminino",31,"Estoquista","Bom",2634.66,25
"6745","EST006745","José Miguel Ferreira","Masculino",26,"Estoquista","Excelente",2683.09,26
"6746","EST006746","Luara Câmara","Feminino",33,"Estoquista","Excelente",3814.32,21
"6747","EST006747","Laura Cirino","Feminino",28,"Estoquista","Excelente",4073.68,21
"6748","EST006748","Benício da Conceição","Masculino",18,"Estoquista","Bom",3192.91,20
"6749","EST006749","Larissa Garcia","Feminino",19,"Estoquista","Excelente",3055.7,12
"6750","EST006750","Felipe Ribeiro","Masculino",45,"Estoquista","Insuficiente",4328.85,20
"6751","EST006751","Vicente Fogaça","Masculino",56,"Estoquista","Excelente",3157.32,22
"6752","EST006752","Alícia Almeida","Feminino",34,"Estoquista","Bom",4261.78,21
"6753","EST006753","Lorenzo Cavalcanti","Masculino",48,"Estoquista","Bom",2484.51,18
"6754","EST006754","João Guilherme Peixoto","Masculino",35,"Estoquista","Bom",2766.17,15
"6755","EST006755","Renan Vasconcelos","Masculino",36,"Estoquista","Excelente",5335.5,25
"6756","EST006756","Mateus Brito","Masculino",48,"Estoquista","Insuficiente",3820.35,25
"6757","EST006757","Laura Pires","Feminino",47,"Estoquista","Bom",2582.75,30
"6758","EST006758","Maysa Rocha","Feminino",43,"Estoquista","Regular",4354.66,17
"6759","EST006759","Lorena Nunes","Feminino",19,"Estoquista","Bom",3692.78,18
"6760","EST006760","Vicente Cirino","Masculino",36,"Estoquista","Excelente",2695.71,21
"6761","EST006761","Kevin da Rocha","Masculino",40,"Estoquista","Bom",3473.45,21
"6762","EST006762","José Miguel Montenegro","Masculino",34,"Estoquista","Bom",4536.85,16
"6763","EST006763","Francisco Cavalcanti","Masculino",41,"Estoquista","Insuficiente",3413.31,27
"6764","EST006764","Mathias Novaes","Masculino",45,"Estoquista","Insuficiente",3262.48,28
"6765","EST006765","Isis Siqueira","Feminino",40,"Estoquista","Excelente",3359.96,20
"6766","EST006766","Hadassa Carvalho","Feminino",47,"Estoquista","Excelente",3189.53,20
"6767","EST006767","Nina Freitas","Feminino",27,"Estoquista","Excelente",2403.37,25
"6768","EST006768","Liam Ribeiro","Masculino",23,"Estoquista","Insuficiente",2607.02,20
"6769","EST006769","Sabrina Fernandes","Feminino",34,"Estoquista","Excelente",4167.17,25
"6770","EST006770","Ian Gonçalves","Masculino",56,"Estoquista","Regular",4517.46,17
"6771","EST006771","João Miguel da Conceição","Masculino",32,"Estoquista","Bom",4762.59,21
"6772","EST006772","Gabrielly Fernandes","Feminino",37,"Estoquista","Bom",2641.5,23
"6773","EST006773","Daniela da Mata","Feminino",37,"Estoquista","Excelente",2880.9,12
"6774","EST006774","Ravi Castro","Masculino",39,"Estoquista","Excelente",5456.93,18
"6775","EST006775","José Miguel da Mata","Masculino",37,"Estoquista","Bom",2762.99,17
"6776","EST006776","Dante Freitas","Masculino",28,"Estoquista","Excelente",3176.58,21
"6777","EST006777","Ana Luiza da Rocha","Feminino",18,"Estoquista","Excelente",2648.77,16
"6778","EST006778","Luigi Nunes","Masculino",26,"Estoquista","Excelente",5422.22,11
"6779","EST006779","Ester Silva","Feminino",26,"Estoquista","Bom",2827.93,8
"6780","EST006780","Arthur Miguel Cirino","Masculino",48,"Estoquista","Bom",3509.56,23
"6781","EST006781","Eduardo Alves","Masculino",36,"Estoquista","Excelente",3526.92,20
"6782","EST006782","Brayan Nogueira","Masculino",32,"Estoquista","Excelente",4293.82,17
"6783","EST006783","Vitor Peixoto","Masculino",28,"Estoquista","Excelente",4250.76,19
"6784","EST006784","Pedro Miguel Pires","Masculino",44,"Estoquista","Bom",3352.15,18
"6785","EST006785","Vitória Abreu","Feminino",44,"Estoquista","Excelente",4924.27,18
"6786","EST006786","Nina Peixoto","Feminino",41,"Estoquista","Regular",2230.13,13
"6787","EST006787","Marina Fonseca","Feminino",36,"Estoquista","Excelente",4425.17,19
"6788","EST006788","Luiza da Mata","Feminino",18,"Estoquista","Insuficiente",3548.83,17
"6789","EST006789","Aurora Mendes","Feminino",26,"Estoquista","Excelente",4234.48,26
"6790","EST006790","Ayla Freitas","Feminino",49,"Estoquista","Insuficiente",3929.92,19
"6791","EST006791","Bruna Fogaça","Feminino",41,"Estoquista","Insuficiente",4425.19,22
"6792","EST006792","Emanuel Alves","Masculino",22,"Estoquista","Regular",2673.7,16
"6793","EST006793","Erick Sampaio","Masculino",36,"Estoquista","Insuficiente",3466.6,24
"6794","EST006794","Luiz Felipe Teixeira","Masculino",41,"Estoquista","Excelente",2623.48,19
"6795","EST006795","João Vitor Cavalcanti","Masculino",29,"Estoquista","Excelente",4856.56,23
"6796","EST006796","Isaque Moreira","Masculino",18,"Estoquista","Excelente",4065.45,26
"6797","EST006797","Vitória Moura","Feminino",31,"Estoquista","Excelente",3278.29,11
"6798","EST006798","Danilo Correia","Masculino",29,"Estoquista","Excelente",5490.39,25
"6799","EST006799","Daniel Nascimento","Masculino",29,"Estoquista","Bom",5145.41,25
"6800","EST006800","Lucca Farias","Masculino",33,"Estoquista","Excelente",3153.32,17
"6801","EST006801","Matheus da Rosa","Masculino",36,"Estoquista","Bom",4467.76,19
"6802","EST006802","Rodrigo Porto","Masculino",37,"Estoquista","Excelente",5505.92,24
"6803","EST006803","Enzo Gabriel Novaes","Masculino",28,"Estoquista","Bom",3991.25,12
"6804","EST006804","Luigi Dias","Masculino",35,"Estoquista","Insuficiente",2722.79,17
"6805","EST006805","André Campos","Masculino",19,"Estoquista","Bom",4737.43,19
"6806","EST006806","Luara Cirino","Feminino",33,"Estoquista","Bom",4505.66,11
"6807","EST006807","Ana Sales","Feminino",18,"Estoquista","Bom",2965.55,20
"6808","EST006808","Heitor Machado","Masculino",34,"Estoquista","Regular",4074.98,21
"6809","EST006809","Francisco Peixoto","Masculino",46,"Estoquista","Excelente",4003.64,23
"6810","EST006810","Gabriel Pires","Masculino",26,"Estoquista","Insuficiente",4006.64,14
"6811","EST006811","Manuela Almeida","Feminino",37,"Estoquista","Bom",2455.9,19
"6812","EST006812","Luiz Gustavo Aragão","Masculino",49,"Estoquista","Excelente",3614.22,25
"6813","EST006813","André Azevedo","Masculino",18,"Estoquista","Insuficiente",2848.74,21
"6814","EST006814","Rebeca da Mota","Feminino",28,"Estoquista","Insuficiente",3602.6,18
"6815","EST006815","Vicente Monteiro","Masculino",18,"Estoquista","Bom",4333,18
"6816","EST006816","Luan Fogaça","Masculino",36,"Estoquista","Excelente",4932.45,16
"6817","EST006817","Leandro Casa Grande","Masculino",37,"Estoquista","Regular",2778.89,18
"6818","EST006818","Maria Júlia Nogueira","Feminino",18,"Estoquista","Excelente",4938.34,25
"6819","EST006819","Joana Cavalcante","Feminino",49,"Estoquista","Bom",3763.12,21
"6820","EST006820","Carolina Melo","Feminino",33,"Estoquista","Excelente",3064.61,19
"6821","EST006821","Diogo Pimenta","Masculino",29,"Estoquista","Bom",2525.48,18
"6822","EST006822","Rodrigo Cardoso","Masculino",52,"Estoquista","Regular",3576.57,25
"6823","EST006823","Juliana Souza","Feminino",18,"Estoquista","Excelente",3750.59,25
"6824","EST006824","Kamilly Mendes","Feminino",18,"Estoquista","Insuficiente",2180.17,17
"6825","EST006825","Gustavo Moreira","Masculino",18,"Estoquista","Excelente",3799.34,17
"6826","EST006826","Ana Luiza Monteiro","Feminino",48,"Estoquista","Excelente",2781.72,16
"6827","EST006827","Enzo Gabriel da Cunha","Masculino",40,"Estoquista","Bom",4286.97,23
"6828","EST006828","Pedro Ramos","Masculino",44,"Estoquista","Insuficiente",3038.14,26
"6829","EST006829","Ana Carolina Cavalcante","Feminino",33,"Estoquista","Insuficiente",2114.43,9
"6830","EST006830","Cauê das Neves","Masculino",43,"Estoquista","Regular",4274.87,15
"6831","EST006831","Heloísa Nogueira","Feminino",31,"Estoquista","Excelente",5276.54,14
"6832","EST006832","João Farias","Masculino",40,"Estoquista","Insuficiente",4382.84,18
"6833","EST006833","Bruno Viana","Masculino",38,"Estoquista","Insuficiente",4566.68,21
"6834","EST006834","Sofia Fonseca","Feminino",24,"Estoquista","Excelente",2343.81,16
"6835","EST006835","Carolina Vieira","Feminino",30,"Estoquista","Bom",3314.05,14
"6836","EST006836","Otávio Aparecida","Masculino",40,"Estoquista","Bom",3893.6,22
"6837","EST006837","Thomas Vieira","Masculino",38,"Estoquista","Bom",2976.79,17
"6838","EST006838","Bianca Novaes","Feminino",18,"Estoquista","Insuficiente",4567.69,18
"6839","EST006839","Vitor Gabriel Silveira","Masculino",24,"Estoquista","Excelente",5301.64,17
"6840","EST006840","Ana Liz Cardoso","Feminino",41,"Estoquista","Bom",2555.82,19
"6841","EST006841","Julia Brito","Feminino",27,"Estoquista","Excelente",3399.55,16
"6842","EST006842","Caleb Pereira","Masculino",43,"Estoquista","Bom",2824.58,19
"6843","EST006843","José Miguel Aragão","Masculino",26,"Estoquista","Regular",3436.06,22
"6844","EST006844","Otávio Guerra","Masculino",22,"Estoquista","Excelente",4513.44,25
"6845","EST006845","Letícia Dias","Feminino",22,"Estoquista","Bom",4879.99,19
"6846","EST006846","Henry Lopes","Masculino",35,"Estoquista","Insuficiente",3238.76,25
"6847","EST006847","Gustavo Macedo","Masculino",30,"Estoquista","Regular",3593.21,19
"6848","EST006848","Pietro Campos","Masculino",50,"Estoquista","Bom",3029.84,19
"6849","EST006849","Sofia Carvalho","Feminino",32,"Estoquista","Excelente",4812.22,11
"6850","EST006850","Ryan Garcia","Masculino",55,"Estoquista","Bom",4395.91,17
"6851","EST006851","João Guilherme da Rosa","Masculino",41,"Estoquista","Regular",3807.11,27
"6852","EST006852","Stephany das Neves","Feminino",18,"Estoquista","Insuficiente",2592.12,16
"6853","EST006853","Elisa Castro","Feminino",41,"Estoquista","Excelente",4760.21,21
"6854","EST006854","Lavínia Moreira","Feminino",18,"Estoquista","Regular",2450.81,13
"6855","EST006855","Rhavi Mendonça","Masculino",39,"Estoquista","Excelente",4961.67,18
"6856","EST006856","Isaque Novais","Masculino",29,"Estoquista","Excelente",3508.81,21
"6857","EST006857","Mariah da Rocha","Feminino",51,"Estoquista","Bom",4669.41,21
"6858","EST006858","Heitor Porto","Masculino",51,"Estoquista","Excelente",3852.58,25
"6859","EST006859","Eloah Novaes","Feminino",23,"Estoquista","Excelente",3957.84,17
"6860","EST006860","Mariah Novais","Feminino",29,"Estoquista","Regular",4551.88,23
"6861","EST006861","Samuel Sales","Masculino",39,"Estoquista","Bom",2580.71,22
"6862","EST006862","Sarah Lima","Feminino",39,"Estoquista","Regular",3670.24,20
"6863","EST006863","Emanuelly Moreira","Feminino",30,"Estoquista","Regular",4058.92,26
"6864","EST006864","Igor Garcia","Masculino",27,"Estoquista","Regular",3537.73,25
"6865","EST006865","Augusto Rodrigues","Masculino",30,"Estoquista","Excelente",3579.1,23
"6866","EST006866","Vitor Gabriel Jesus","Masculino",37,"Estoquista","Excelente",4029.53,26
"6867","EST006867","Marcos Vinicius Cavalcanti","Masculino",49,"Estoquista","Bom",4986.37,15
"6868","EST006868","Brayan Mendonça","Masculino",41,"Estoquista","Excelente",5618.29,16
"6869","EST006869","Ágatha Oliveira","Feminino",22,"Estoquista","Insuficiente",4561.9,10
"6870","EST006870","Anna Liz Moreira","Feminino",36,"Estoquista","Bom",3530.45,13
"6871","EST006871","José da Cruz","Masculino",33,"Estoquista","Excelente",3630.76,16
"6872","EST006872","Léo Vasconcelos","Masculino",46,"Estoquista","Bom",2362,22
"6873","EST006873","Clarice Leão","Feminino",55,"Estoquista","Insuficiente",2391.91,14
"6874","EST006874","José Pedro Borges","Masculino",33,"Estoquista","Excelente",3620.11,24
"6875","EST006875","Eduarda Peixoto","Feminino",38,"Estoquista","Excelente",3135.7,28
"6876","EST006876","Brayan da Cruz","Masculino",30,"Estoquista","Insuficiente",4233.05,16
"6877","EST006877","Davi Lucas Rodrigues","Masculino",36,"Estoquista","Excelente",3392.28,22
"6878","EST006878","Lucas Gabriel da Cunha","Masculino",37,"Estoquista","Excelente",4730.27,8
"6879","EST006879","Eloah Sousa","Feminino",28,"Estoquista","Excelente",3305.53,15
"6880","EST006880","Kevin Cardoso","Masculino",62,"Estoquista","Bom",2771.59,21
"6881","EST006881","Maria da Conceição","Feminino",27,"Estoquista","Bom",2512.16,17
"6882","EST006882","Mateus Silveira","Masculino",43,"Estoquista","Bom",5030.84,21
"6883","EST006883","Theo Peixoto","Masculino",18,"Estoquista","Insuficiente",2521.79,21
"6884","EST006884","Yan Viana","Masculino",41,"Estoquista","Regular",2442.45,20
"6885","EST006885","Esther Barbosa","Feminino",41,"Estoquista","Insuficiente",4491.64,15
"6886","EST006886","Nicole Rezende","Feminino",25,"Estoquista","Bom",2731.17,21
"6887","EST006887","Davi Cunha","Masculino",18,"Estoquista","Excelente",5043.26,21
"6888","EST006888","Samuel Teixeira","Masculino",37,"Estoquista","Insuficiente",3085.95,25
"6889","EST006889","João Vitor Macedo","Masculino",37,"Estoquista","Excelente",5535.62,17
"6890","EST006890","Igor Leão","Masculino",44,"Estoquista","Regular",3908.28,25
"6891","EST006891","André Montenegro","Masculino",57,"Estoquista","Excelente",2670.33,18
"6892","EST006892","Sophia da Mata","Feminino",26,"Estoquista","Regular",3977.46,28
"6893","EST006893","Allana Cassiano","Feminino",21,"Estoquista","Insuficiente",3362.59,20
"6894","EST006894","Mateus da Mota","Masculino",25,"Estoquista","Bom",2727.11,23
"6895","EST006895","Benjamin Pimenta","Masculino",39,"Estoquista","Excelente",4568.71,19
"6896","EST006896","Gabriela Rocha","Feminino",35,"Estoquista","Excelente",3675.87,7
"6897","EST006897","Maitê Alves","Feminino",25,"Estoquista","Bom",3998.1,20
"6898","EST006898","Bento Silva","Masculino",45,"Estoquista","Excelente",5217.25,17
"6899","EST006899","Arthur Miguel Oliveira","Masculino",42,"Estoquista","Regular",4829.92,19
"6900","EST006900","João Miguel Silva","Masculino",37,"Estoquista","Bom",3963.9,21
"6901","EST006901","Vinicius Rios","Masculino",28,"Estoquista","Excelente",3493.03,29
"6902","EST006902","Diogo Porto","Masculino",32,"Estoquista","Bom",3866.48,16
"6903","EST006903","Gabriel Ferreira","Masculino",18,"Estoquista","Bom",3351.81,20
"6904","EST006904","Maria Luísa Moura","Feminino",32,"Estoquista","Excelente",3077.6,18
"6905","EST006905","Yuri Ramos","Masculino",37,"Estoquista","Regular",4174.81,26
"6906","EST006906","Ravy Jesus","Masculino",39,"Estoquista","Insuficiente",3785.77,18
"6907","EST006907","João Gabriel das Neves","Masculino",42,"Estoquista","Excelente",5535.27,21
"6908","EST006908","Emilly Aragão","Feminino",34,"Estoquista","Excelente",3171.87,19
"6909","EST006909","Maitê Rocha","Feminino",29,"Estoquista","Regular",3867.23,18
"6910","EST006910","Ian Albuquerque","Masculino",37,"Estoquista","Excelente",2441.75,19
"6911","EST006911","Augusto Cavalcanti","Masculino",23,"Estoquista","Excelente",3449.88,18
"6912","EST006912","Isadora Carvalho","Feminino",24,"Estoquista","Bom",2754.02,17
"6913","EST006913","Otto Gonçalves","Masculino",38,"Estoquista","Excelente",5248.93,16
"6914","EST006914","Gael Henrique da Costa","Masculino",30,"Estoquista","Excelente",3357.67,20
"6915","EST006915","Yago Mendes","Masculino",46,"Estoquista","Insuficiente",2406.25,33
"6916","EST006916","Nicolas Ramos","Masculino",30,"Estoquista","Excelente",3102.11,24
"6917","EST006917","Dante da Costa","Masculino",39,"Estoquista","Insuficiente",2616.63,16
"6918","EST006918","Maria Luiza Pires","Feminino",31,"Estoquista","Excelente",3008.83,24
"6919","EST006919","Bárbara Caldeira","Feminino",37,"Estoquista","Insuficiente",3243.9,12
"6920","EST006920","Diego Machado","Masculino",46,"Estoquista","Bom",3957.86,19
"6921","EST006921","Laís Câmara","Feminino",37,"Estoquista","Excelente",3230.91,24
"6922","EST006922","Otto Oliveira","Masculino",18,"Estoquista","Regular",5043.19,19
"6923","EST006923","Henry Gabriel Andrade","Masculino",49,"Estoquista","Insuficiente",3258.67,14
"6924","EST006924","Beatriz Gonçalves","Feminino",45,"Estoquista","Excelente",2435.43,27
"6925","EST006925","Aylla Machado","Feminino",25,"Estoquista","Regular",2356.09,24
"6926","EST006926","Miguel Albuquerque","Masculino",39,"Estoquista","Bom",4215.59,25
"6927","EST006927","Rhavi Silveira","Masculino",28,"Estoquista","Regular",3762.57,23
"6928","EST006928","Eduarda Gomes","Feminino",18,"Estoquista","Regular",2683.93,24
"6929","EST006929","Camila Cunha","Feminino",23,"Estoquista","Excelente",2686.9,25
"6930","EST006930","Alícia Guerra","Feminino",25,"Estoquista","Excelente",4354,23
"6931","EST006931","Alexandre Aragão","Masculino",33,"Estoquista","Bom",4317.26,18
"6932","EST006932","Kaique Vargas","Masculino",27,"Estoquista","Insuficiente",4876.88,18
"6933","EST006933","Murilo Almeida","Masculino",30,"Estoquista","Excelente",5135.6,29
"6934","EST006934","Rhavi Gomes","Masculino",37,"Estoquista","Bom",2749.76,15
"6935","EST006935","Sophie Monteiro","Feminino",22,"Estoquista","Excelente",3832.64,13
"6936","EST006936","Gustavo Henrique Aragão","Masculino",42,"Estoquista","Regular",5164.4,16
"6937","EST006937","Vitor Costela","Masculino",44,"Estoquista","Bom",5180.37,29
"6938","EST006938","Maitê Montenegro","Feminino",54,"Estoquista","Regular",2352.6,28
"6939","EST006939","Antony Sales","Masculino",48,"Estoquista","Insuficiente",2664.21,20
"6940","EST006940","Gabriel Machado","Masculino",39,"Estoquista","Excelente",3473.15,19
"6941","EST006941","Isabela Correia","Feminino",24,"Estoquista","Excelente",3352.87,7
"6942","EST006942","Alice Abreu","Feminino",33,"Estoquista","Insuficiente",4226.49,12
"6943","EST006943","Camila Rezende","Feminino",33,"Estoquista","Excelente",4580.76,22
"6944","EST006944","Igor Moraes","Masculino",32,"Estoquista","Regular",4716.93,23
"6945","EST006945","Bruna Vasconcelos","Feminino",38,"Estoquista","Regular",2972.18,21
"6946","EST006946","Hadassa Sousa","Feminino",18,"Estoquista","Regular",3467.02,20
"6947","EST006947","Davi da Mata","Masculino",35,"Estoquista","Excelente",2932.9,29
"6948","EST006948","Enzo Gabriel Nogueira","Masculino",43,"Estoquista","Excelente",4508.11,21
"6949","EST006949","Lara Cirino","Feminino",27,"Estoquista","Regular",4120.12,16
"6950","EST006950","Benjamin Correia","Masculino",35,"Estoquista","Excelente",5565.06,15
"6951","EST006951","Giovanna Sampaio","Feminino",29,"Estoquista","Regular",2235.8,23
"6952","EST006952","Mathias Siqueira","Masculino",29,"Estoquista","Bom",3706.25,13
"6953","EST006953","Guilherme Souza","Masculino",49,"Estoquista","Bom",3202.27,14
"6954","EST006954","Lucas Gabriel Dias","Masculino",27,"Estoquista","Excelente",3441.77,18
"6955","EST006955","Mariane Pacheco","Feminino",33,"Estoquista","Insuficiente",2378.31,14
"6956","EST006956","Ravi Pacheco","Masculino",41,"Estoquista","Bom",5010.15,32
"6957","EST006957","Caio Abreu","Masculino",28,"Estoquista","Bom",2515.03,29
"6958","EST006958","Maria Luiza Guerra","Feminino",31,"Estoquista","Insuficiente",2398.47,16
"6959","EST006959","Natália da Mata","Feminino",21,"Estoquista","Regular",3398.81,13
"6960","EST006960","Isabella Aparecida","Feminino",44,"Estoquista","Insuficiente",2129.94,22
"6961","EST006961","Benício Martins","Masculino",26,"Estoquista","Excelente",2920.68,25
"6962","EST006962","Arthur Gabriel Nascimento","Masculino",30,"Estoquista","Insuficiente",4861.39,23
"6963","EST006963","Hellena Rodrigues","Feminino",18,"Estoquista","Excelente",4832.6,21
"6964","EST006964","Lavínia Caldeira","Feminino",18,"Estoquista","Insuficiente",2237.92,13
"6965","EST006965","Gabriel Garcia","Masculino",53,"Estoquista","Insuficiente",2584.66,34
"6966","EST006966","José Teixeira","Masculino",42,"Estoquista","Excelente",4385.41,22
"6967","EST006967","Olívia Barbosa","Feminino",31,"Estoquista","Bom",2706.63,18
"6968","EST006968","Leonardo Farias","Masculino",30,"Estoquista","Regular",4133.5,17
"6969","EST006969","Raquel Barbosa","Feminino",39,"Estoquista","Excelente",3900.35,18
"6970","EST006970","Francisco Pastor","Masculino",29,"Estoquista","Regular",3707.31,17
"6971","EST006971","Théo Farias","Masculino",45,"Estoquista","Excelente",3312.07,18
"6972","EST006972","Ana Sophia Dias","Feminino",21,"Estoquista","Insuficiente",3492.1,20
"6973","EST006973","Pietro Fogaça","Masculino",31,"Estoquista","Excelente",4388.03,18
"6974","EST006974","Pedro Miguel Câmara","Masculino",45,"Estoquista","Bom",4168.77,26
"6975","EST006975","Ravy Campos","Masculino",46,"Estoquista","Excelente",5471.4,17
"6976","EST006976","Lucas Rocha","Masculino",43,"Estoquista","Excelente",4109.11,21
"6977","EST006977","Bella Gonçalves","Feminino",20,"Estoquista","Bom",4970.96,18
"6978","EST006978","Elisa Novaes","Feminino",26,"Estoquista","Bom",3653.17,23
"6979","EST006979","Melissa da Mata","Feminino",32,"Estoquista","Excelente",3679.2,21
"6980","EST006980","João Vitor Porto","Masculino",29,"Estoquista","Insuficiente",2746.42,9
"6981","EST006981","Bento Cavalcante","Masculino",51,"Estoquista","Excelente",3120.29,25
"6982","EST006982","Vitor Hugo Siqueira","Masculino",18,"Estoquista","Regular",3172.86,22
"6983","EST006983","Maria Isis Caldeira","Feminino",22,"Estoquista","Bom",2431.18,22
"6984","EST006984","Maysa Vasconcelos","Feminino",25,"Estoquista","Bom",2725.33,17
"6985","EST006985","Lara Nascimento","Feminino",18,"Estoquista","Excelente",2350.41,14
"6986","EST006986","João Pedro Moreira","Masculino",23,"Estoquista","Bom",4974.51,19
"6987","EST006987","Pedro Miguel Garcia","Masculino",43,"Estoquista","Bom",4795.89,27
"6988","EST006988","Enzo da Luz","Masculino",37,"Estoquista","Excelente",5166.68,30
"6989","EST006989","Davi Lucca Carvalho","Masculino",53,"Estoquista","Excelente",3771.61,13
"6990","EST006990","Arthur Novais","Masculino",52,"Estoquista","Excelente",2895.34,17
"6991","EST006991","Maria Júlia Guerra","Feminino",34,"Estoquista","Excelente",2562.43,18
"6992","EST006992","Luiz Fernando Barros","Masculino",40,"Estoquista","Excelente",5125.34,14
"6993","EST006993","Anthony Pastor","Masculino",38,"Estoquista","Excelente",5358.91,24
"6994","EST006994","Arthur Gabriel da Costa","Masculino",18,"Estoquista","Regular",3080.05,22
"6995","EST006995","Agatha Duarte","Feminino",18,"Estoquista","Excelente",3286.81,26
"6996","EST006996","Ana Júlia Gomes","Feminino",31,"Estoquista","Excelente",4634.9,29
"6997","EST006997","Sara Sampaio","Feminino",36,"Estoquista","Excelente",3612.02,14
